File Name,IMF Spot,Interpolation Method,Mean Frequency,Variance Frequency,Rows,Cols,Channels,Median Frequency,Skewness Frequency,Kurtosis Frequency,Mean Color,Variance Color,Median Color,Skewness Color,Kurtosis Color
00663.jpg,IMF 8,Bicubic,5260.0450719555165,2278682759.9622955,500,700,2,1272.1721877678028,2.0598381672351296e+16,3.705114535935236e+23,54.168643598415095,3655.3318624830226,41.86733259689571,97559.86068228334,42436570.945164144
00663.jpg,IMF 9,Bicubic,1992.302684260683,392658053.541165,500,700,2,408.0694253241209,297920862559667.0,4.913312767805538e+20,9.527666610501626,1042.4444933216384,0.0,118293.44087938394,16422922.562145572
00663.jpg,IMF 10,Gaussian,7.200424520733705e-12,1.4106975833427632e-23,500,700,2,6.775020858703069e-12,3.2966115221675864e-35,6.401867660034842e-46,-1.796911825684739e-17,1.884370745742486e-28,0.0,-6.475789830903121e-44,2.6631964882021815e-55
00664.jpg,IMF 1,Bicubic,4282.4393108685135,54907830.53840586,485,728,2,1795.84636683879,2141988567329.5305,1.4004065378658949e+17,-0.03072404613774624,207.4509564229228,-0.005451530946655653,28494.69464333175,13066362.700108835
00664.jpg,IMF 2,Bicubic,4382.2858699738545,104185317.92936186,485,728,2,899.5469932017018,6280860616936.913,5.831746305853834e+17,0.08610847366116627,349.4594126093815,0.008841355972658532,24206.227979916832,49056907.43154584
00664.jpg,IMF 3,Bicubic,4621.00368863913,180823513.5143685,485,728,2,1006.6731420198589,18484240202051.59,3.3314797967917174e+18,0.6155434005230662,572.2312473801469,0.028611392639088594,47655.114532936495,34387562.204073004
00664.jpg,IMF 4,Bicubic,7643.643667728407,714250897.0590597,485,728,2,2175.0156461475335,174342731338943.12,5.977457177850123e+19,-0.4254082073970952,2188.207454214462,-0.004672723916880561,44214.480260068776,563545941.0861382
00664.jpg,IMF 5,Bicubic,9339.713413096877,1427678051.8506215,485,728,2,2712.64567242724,615385433009793.4,3.8233279999303673e+20,-0.34739241419242545,4290.431880222932,0.26315024673130494,-1946831.878929603,3049095600.3928266
00664.jpg,IMF 6,Lanczos4,9369.280353883394,3886551160.4794006,485,728,2,2389.8720227870904,1.947351208227857e+16,2.8428922489988626e+23,50.025592063124094,8753.627333786193,19.282877331743396,483223.4120674874,352610751.94248575
00664.jpg,IMF 7,Lanczos4,7530.493954454099,4508426349.256401,485,728,2,1897.1937243081534,5.2637895608447336e+16,1.2613021257581923e+24,72.97183614107126,7604.573825494827,38.2705887331518,527184.3052317129,169250200.58052054
00664.jpg,IMF 8,Bicubic,3713.0442590063044,749509029.3557614,485,728,2,936.0719639150883,739701579014001.9,1.776334981756748e+21,13.247905466441837,1986.3139110986035,0.0,323971.70835142396,63248124.69713218
00664.jpg,IMF 9,Gaussian,525.3250142314591,9883190.93329861,485,728,2,130.3062533768308,508356771285.4678,2.969124259514335e+16,0.17498253516368903,28.74234277511537,0.0,5524.251095569366,1152839.5215220551
00664.jpg,IMF 10,Gaussian,9.086976204675899e-12,2.2624344213357116e-23,485,728,2,8.52684823384088e-12,6.867656676988005e-35,1.6640015558339076e-45,-3.125277185440794e-17,2.9794136142473388e-28,0.0,-1.902090900489015e-43,5.658953084371825e-55
00665.jpg,IMF 1,Lanczos4,4324.793134418887,18671751.664149802,194,259,2,3147.7070792284107,361592694566.87775,1.6168706056015588e+16,-0.5204530564453941,743.5811231960339,-0.039887262465082174,-53391.79414597836,37537402.172556855
00665.jpg,IMF 2,Lanczos4,3959.662947887854,26930015.12249889,194,259,2,1774.3524038520409,416074116790.98425,1.2590608860306502e+16,0.8027536447259016,847.3623091782214,0.05639386368697402,183056.61013316625,176630892.99223033
00665.jpg,IMF 3,Bicubic,3425.6708017872193,43496973.70657233,194,259,2,1140.7380183922994,1327842250247.4805,6.683705439433642e+16,1.381475658763754,1097.3271686134822,0.09626760979272511,195933.63299502686,97282248.82533498
00665.jpg,IMF 4,Bicubic,3682.4973868019642,103609555.54873917,194,259,2,1102.007775118634,7741785380441.052,8.847245146687492e+17,3.9957029763769305,2315.9680947890647,1.0114709100202819,-436175.0772652543,432504990.225946
00665.jpg,IMF 5,Lanczos4,3582.968834975614,285889276.6005414,194,259,2,975.9607960025935,207049784394796.47,3.573771292431035e+20,40.75204769676944,4284.558636879658,22.846031078598273,243117.09733663977,88437226.34961073
00665.jpg,IMF 6,Lanczos4,2847.303703538909,308079629.7346205,194,259,2,764.3070243117314,364258290461421.56,8.424255941049537e+20,50.65492398600036,3726.8535857127426,31.14272747050203,96479.40800955215,40134102.48181269
00665.jpg,IMF 7,Bicubic,1158.8831684312447,43779051.84016272,194,259,2,306.8932320025825,5393773629877.759,1.0628049506685082e+18,8.209391946971456,830.6288516243239,0.0,91384.8413785874,12162025.628045376
00665.jpg,IMF 8,Gaussian,2.591027002213468e-12,1.822328197456603e-24,194,259,2,2.4356081148423704e-12,1.5296985805245816e-36,1.0660994060804652e-47,-6.275192831141673e-17,1.698752391181519e-28,0.0,-6.638698814773482e-44,2.0913224229717832e-55
00666.jpg,IMF 1,Lanczos4,9133.613289744182,35229710.54732782,562,750,2,7920.925810893377,296180288715.9224,8026987926560933.0,0.014206611281594337,281.5006339347566,0.048237945226365264,-1993.0682280051885,1112887.9598322283
00666.jpg,IMF 2,Lanczos4,6287.703124580988,57084800.25263871,562,750,2,2778.9937951125457,891241702423.89,3.0215256652383412e+16,-0.01335102184040788,229.22879170396263,0.010110053899485827,1466.5491291218157,2098321.8632813026
00666.jpg,IMF 3,Lanczos4,4732.557329772074,74298803.54977073,562,750,2,1201.0754596056217,2681726896012.164,2.0797584868144694e+17,0.09892091695689592,229.3992358368861,0.01577284781194116,1762.7490378685693,980995.3469088045
00666.jpg,IMF 4,Lanczos4,3880.035727639815,90651229.11863336,562,750,2,1013.7665294996409,5317164527833.467,6.225943352251973e+17,0.28644553712223714,250.70301743918526,0.012373744890343596,9019.701570978028,2654211.172101131
00666.jpg,IMF 5,Bicubic,3381.007577536266,121710316.56951827,562,750,2,965.3710417309953,20960795205507.29,9.137206071113681e+18,0.8246339903693805,315.19549197024526,0.12750921265493684,13659.6162679913,3104487.7629053495
00666.jpg,IMF 6,Bicubic,3539.7044213682357,234957812.75028035,562,750,2,955.3370834071444,70754664308174.62,5.697249297281328e+19,0.2498074619228224,587.0961256292019,-0.012436100180085707,25664.01430548757,6822513.699686812
00666.jpg,IMF 7,Bicubic,6477.6217188232295,2390909168.282044,562,750,2,1575.0701203761205,7790990332732107.0,7.650348077580477e+22,31.26228620284873,4794.600069708574,8.992609866940281,466315.89327693236,104919933.6637553
00666.jpg,IMF 8,Lanczos4,6642.834165508936,5239741063.150293,562,750,2,1597.227052392997,9.301097478663651e+16,2.84761720727599e+24,78.02067786659342,6448.641699260379,60.098571992986294,309762.0332337437,95770411.28231546
00666.jpg,IMF 9,Bicubic,3628.21539243723,794959549.1784655,562,750,2,879.9197361462583,830816695565793.4,2.430183931920866e+21,12.903549184448778,1750.754636979229,0.0,263090.24869097414,48041545.1708775
00666.jpg,IMF 10,Gaussian,9.78312568650313e-12,2.6114247706250737e-23,562,750,2,9.195051055775001e-12,8.490042356679663e-35,2.2217914257837595e-45,6.326611832283881e-17,2.8902042421717647e-28,0.0,5.710033297160585e-44,4.806609808364229e-55
00667.jpg,IMF 1,Lanczos4,4463.721579878087,32637573.652804095,375,500,2,2650.7252263613664,777545088403.6741,3.5303146837597676e+16,-0.684574450864519,279.86407246374847,-0.032409805353697696,-33798.934391435076,15324976.581119841
00667.jpg,IMF 2,Lanczos4,4375.862799176464,49527173.690162696,375,500,2,1546.0995247151122,1188426658496.4294,4.3577942691655256e+16,0.10904815668417671,366.2566361122128,-0.007340521939991478,45282.21086851105,41037802.77257325
00667.jpg,IMF 3,Lanczos4,4213.796584735395,68544671.35127214,375,500,2,1399.621779389689,2341579411807.218,1.1534405432102605e+17,0.29293798596020065,460.1848700499806,0.024666127476739297,90567.34290767918,53268099.59200544
00667.jpg,IMF 4,Bicubic,3661.0140830912883,86988264.37712455,375,500,2,1119.827537293603,5495188263525.478,5.94502727115684e+17,1.2523876951014068,533.8517303609841,0.08017568861168778,38450.45837437916,12784951.61984981
00667.jpg,IMF 5,Bicubic,4542.950233586425,212824579.61813426,375,500,2,1390.1596723584396,30008257589709.887,8.315268499604586e+18,2.3173605440855702,1239.7657144712605,0.25427108243465507,83818.90657181868,48345790.42402092
00667.jpg,IMF 6,Bilinear,5300.585574549381,736285666.9829649,375,500,2,1435.484221764258,648492613070706.8,1.6942619271356786e+21,21.765856347217237,3602.950827691428,9.804600348029087,167951.9177012771,78609466.15358858
00667.jpg,IMF 7,Bicubic,4452.11567977767,1666791470.836799,375,500,2,1061.0066381511542,1.182325580267054e+16,1.447870078381941e+23,68.38671193844213,4318.525922850787,69.91724934978042,53833.94245556553,43039144.31928887
00667.jpg,IMF 8,Bicubic,2153.229343164056,297572324.904846,375,500,2,500.31655529657223,162621247662678.7,1.9630694680066186e+20,12.3713917833738,1458.7285133908517,0.0,173643.418923909,25455591.94984767
00667.jpg,IMF 9,Gaussian,5.4126445767386275e-12,7.98289973565466e-24,375,500,2,5.094199865099013e-12,1.4154677580843365e-35,2.0651310998630973e-46,4.600527366468062e-17,1.9882252911347634e-28,0.0,4.85038327755628e-44,2.8262220084172703e-55
00668.jpg,IMF 1,Bicubic,42590.02201722897,14443862819.691254,183,275,2,15612.718915284859,1.3289650049308956e+16,1.5983336165118145e+22,-8.68612660126015,322980.1457425567,1.022727578101796,-54365392.924367085,4482873621797.193
00668.jpg,IMF 2,Lanczos4,56890.564024844636,27150558319.16334,183,275,2,20371.03609234996,3.474717233010912e+16,5.85231056800993e+22,59.92958746210856,600225.525405604,0.0,413431127.80656224,11809867707115.617
00668.jpg,IMF 3,Bicubic,26476.56407559749,5635258748.173139,183,275,2,9383.533831443196,3138574006231787.5,2.2355343718268191e+21,-21.69781733831225,125436.15342463813,0.0,6375739.734020899,854925052901.9589
00668.jpg,IMF 4,Bicubic,20220.455949642943,3341519408.214563,183,275,2,7170.559559097124,1489340427449732.5,8.834548873598078e+20,-12.328035819535343,74371.34287165021,0.0,-35860136.38119469,196058881667.65704
00668.jpg,IMF 5,Bicubic,13864.776222168879,1930230400.3363507,183,275,2,4792.058136840369,764782300358601.0,4.389541927387939e+20,26.479717093462188,41473.93476699537,24.9548044883643,-56958100.346118316,174915043416.65323
00668.jpg,IMF 6,Bicubic,2831.8514744050854,166115408.04674026,183,275,2,806.0595720171099,43997942023016.125,2.9639304518781846e+19,21.298011024332315,3006.599213637038,0.0,167938.91580716113,102069991.09781824
00668.jpg,IMF 7,Bicubic,262.85297417401256,4929520.798036515,183,275,2,48.21173141109489,169491147719.90634,6222777195649861.0,0.8331390922697574,98.63250586135,0.0,12016.01525398483,1519845.3000063759
00668.jpg,IMF 8,Gaussian,2.310040055244741e-12,1.4466549728954104e-24,183,275,2,2.1633412334241688e-12,1.0812783264663286e-36,6.723473526825535e-48,2.6226192382998235e-17,1.347820251472014e-28,0.0,3.476213593936627e-42,2.707213499644055e-54
00669.jpg,IMF 1,Bicubic,6393.557106403071,116623520.05315809,194,259,2,3523.268255782369,6445437383245.033,4.7678226781645466e+17,1.3114543636536742,3132.8797078396524,0.1287268678959128,880292.897489799,2460065170.3689456
00669.jpg,IMF 2,Lanczos4,6818.010789381488,178380199.1978339,194,259,2,2666.4892916475224,11867772668929.58,1.0714982053847987e+18,-0.4606605281997444,4475.078766720657,0.03608423405284364,-1267838.1439204412,4025619513.308562
00669.jpg,IMF 3,Lanczos4,3801.7024663367056,53664770.557309166,194,259,2,1374.9034651260563,1717367813160.2456,7.754446379978354e+16,1.4012758016039029,1353.7207034804594,0.2414929066305077,104521.38569077948,111883101.92884384
00669.jpg,IMF 4,Bicubic,3656.610333264204,79147536.02313375,194,259,2,1272.8430140837568,4269825554361.453,3.286377841865655e+17,0.13553533944461782,1841.289100467274,-0.24117042520358953,-18040.36675052184,191837470.38647258
00669.jpg,IMF 5,Bicubic,3181.7702377134615,174894857.33705273,194,259,2,891.4586006043482,41958066954577.21,2.3305858005871555e+19,19.600164040086067,3298.087265073036,9.299720896411245,56615.717895503185,61537106.188086554
00669.jpg,IMF 6,Lanczos4,2585.8261176102683,310357440.20609355,194,259,2,700.0287949721522,517972391128627.0,1.4423401657467208e+21,58.05560329407392,2939.3812794749906,66.24224522369411,-11714.868013829591,23108224.677311465
00669.jpg,IMF 7,Bilinear,1019.060988436942,30251064.08296599,194,259,2,266.29103310091534,2750386490979.686,3.862698129072631e+17,6.1579969525625025,584.8062434784968,0.0,56184.044514993286,6393511.781620904
00669.jpg,IMF 8,Gaussian,2.1307030879162366e-12,1.2497787682735288e-24,194,259,2,2.010142763108928e-12,9.071659148437373e-37,5.296619665997189e-48,3.6581722715627294e-17,1.1522523537803514e-28,0.0,2.353726984539658e-44,9.581449883629842e-56
00670.jpg,IMF 1,Bicubic,49591.33954236196,36238459723.40784,366,550,2,15592.371087605363,1.3108112739304429e+17,1.2488360917200427e+24,99.04236644927096,182429.85793930406,1.924499132834462,305977568.7658059,2504608591913.283
00670.jpg,IMF 2,Bicubic,67684.47964638355,79681475189.49823,366,550,2,19619.94769888022,4.152520910277892e+17,3.6616196873053216e+24,-84.69666309063327,411418.9440864481,0.0,-1640971800.714706,10488252141581.193
00670.jpg,IMF 3,Bicubic,37100.231359351084,16115743858.51761,366,550,2,12340.89714598757,2.0617161294544524e+16,3.6607080399953606e+22,23.734018226839442,86332.72730496299,0.0,168469274.93913287,934938916934.2828
00670.jpg,IMF 4,Bicubic,30909.654631783884,11043201888.192898,366,550,2,10335.708894032441,1.5719320171517372e+16,5.768396140260435e+22,45.10097031624842,57571.50922093951,0.0,-5452132.124210752,324275736509.83124
00670.jpg,IMF 5,Bicubic,28345.38710991345,12275302588.240057,366,550,2,9070.024923604371,2.299761952818408e+16,8.738877844206904e+22,40.71284490993927,63313.96728294035,0.0,127554647.23366614,410243811935.74396
00670.jpg,IMF 6,Bicubic,15890.412005447743,4046955526.3751936,366,550,2,5100.880894446226,4113344278250733.5,1.0831487317305442e+22,30.324551050724196,20438.895126066174,0.0,42310253.950823255,163715634969.23557
00670.jpg,IMF 7,Bicubic,3214.5636310716895,349390943.8479182,366,550,2,868.6868289390072,269960668878990.62,5.6965433135737104e+20,15.364595146923316,1550.9354911133514,0.0,230556.92027519975,68948102.03364764
00670.jpg,IMF 8,Bicubic,497.9759369223632,15237827.458818514,366,550,2,94.45776447303516,1051792272868.3964,9.169315896131504e+16,0.959930006087596,76.00753335297163,0.0,5037.34835830996,436502.4911546948
00670.jpg,IMF 9,Gaussian,9.815547872979394e-12,2.653533979460031e-23,366,550,2,9.225745827466529e-12,8.7777195059986e-35,2.3185757899153674e-45,1.6732765198262607e-17,6.104334996536679e-28,0.0,1.4258917879022592e-41,3.956872774809681e-53
00671.jpg,IMF 1,Bicubic,6062.906245267588,27770422.423560806,349,523,2,4644.735517312878,367314952888.33295,9344940373432756.0,0.007503364755864509,353.53259674517926,0.01289153572636828,-11807.899432879105,21860260.793101978
00671.jpg,IMF 2,Lanczos4,4920.516182529533,50156373.54790586,349,523,2,1891.1264579459223,1230960248508.3008,6.214501862517747e+16,-0.028618858787407397,407.4339881425489,-0.012259388442525498,19934.140217249453,34465417.542421594
00671.jpg,IMF 3,Lanczos4,3622.4003562146186,53921095.40888148,349,523,2,900.2069382883795,2453718472616.3643,2.4933114227122035e+17,0.3084714864462826,367.2087496936539,0.022207329754388883,12685.485346277368,6488921.302462274
00671.jpg,IMF 4,Bicubic,3565.354838467795,85233944.70725138,349,523,2,966.2350188965735,6146571913103.639,8.879840642772849e+17,-0.5165469937050453,536.3425566183457,-0.08799389575946104,4531.06118682661,11271848.088964509
00671.jpg,IMF 5,Bicubic,4107.225127171371,164100155.12494868,349,523,2,1221.0870905503698,20039943186907.02,4.685483480930639e+18,-1.148453363109311,990.1478152436479,-0.15994281899398466,-88765.90067566716,65515028.09412509
00671.jpg,IMF 6,Bicubic,4751.725278705318,673936762.4512305,349,523,2,1140.988404547529,441171269489883.1,7.726321189381061e+20,17.92100300436607,3494.797238532093,4.605095981090237,245393.06993355043,89164187.38976787
00671.jpg,IMF 7,Bicubic,4694.555214038943,2543707231.961893,349,523,2,1057.2908617482462,2.671711495239158e+16,4.355496882120354e+23,91.94444938976706,5603.021223336595,101.58249009299817,61739.82056397845,93207260.11230169
00671.jpg,IMF 8,Bicubic,2453.6830461466475,604722226.1316715,349,523,2,451.6991090998572,699093558371917.5,2.0604479606995728e+21,23.639671476611475,2787.206718896433,0.0,301843.3195505962,46533447.592418
00671.jpg,IMF 9,Gaussian,316.9427528207243,6666394.398858001,349,523,2,61.79424069848355,295963651512.5851,1.3770996842241806e+16,0.2581894631773262,37.00646769659569,0.0,5626.3157770377065,904705.4121060936
00671.jpg,IMF 10,Gaussian,6.752218639000971e-12,1.2403646625585866e-23,349,523,2,6.364858739755357e-12,2.671185533586168e-35,4.8880069338269545e-46,5.255778658051166e-17,3.17737096299756e-28,0.0,2.3703043039022285e-44,5.0841393486830034e-55
00672.jpg,IMF 1,Bicubic,4078.5955947921034,28925752.17671887,194,259,2,2257.025591165542,573930484154.9968,2.0586872834112924e+16,0.5885282696591608,906.406295435419,-0.003256945802589041,44255.52314751982,86158748.07289813
00672.jpg,IMF 2,Lanczos4,5071.40307759647,93946064.29268095,194,259,2,1828.5558300797081,4507563582037.479,3.5270203844632877e+17,-3.400089348996248,2370.0258563788775,-0.13253203766496138,-262712.4859841952,261193870.53934532
00672.jpg,IMF 3,Lanczos4,5033.146961115133,131026637.70705582,194,259,2,1680.8102253718762,8121974457262.931,6.940155541609805e+17,-0.01069409060147856,3111.873587806516,-0.17860179710321372,486233.59110221814,572128929.71216
00672.jpg,IMF 4,Bicubic,6471.5939051974465,345464348.10731137,194,259,2,2186.2245662206587,46795930042427.61,8.661881004450092e+18,8.740705652015972,7632.589353028268,1.0761175610914724,1344394.6227592956,3574517761.346917
00672.jpg,IMF 5,Bicubic,5004.779417172223,458886838.2631038,194,259,2,1416.8192796988178,235277383144700.06,3.208293388149343e+20,39.082671511767984,8103.851862248581,24.139473392963588,270922.3285456885,793824676.9596969
00672.jpg,IMF 6,Bicubic,2998.991314876804,467115736.3165472,194,259,2,747.4399456745165,808633981558752.4,2.467658784703257e+21,66.14823535247116,5099.984840724777,57.71010258941842,229743.22178630263,80864674.66449057
00672.jpg,IMF 7,Gaussian,504.31383895905424,7924477.719888098,194,259,2,118.71354322903795,307532132830.11505,1.424539969877232e+16,1.2416986581415255,161.23353308810684,0.0,23308.585976637045,3644911.378041572
00672.jpg,IMF 8,Gaussian,2.8846070617412933e-12,2.2668239357538385e-24,194,259,2,2.728200341195038e-12,2.0884887367870177e-36,1.6349501661452399e-47,4.539350757851215e-17,2.1071683917077396e-28,0.0,8.832966146468107e-45,3.863974750687139e-55
00673.jpg,IMF 1,Lanczos4,7451.402202263852,224434305.6643823,189,300,2,3250.3158071080134,22335182274466.45,4.480192790177961e+18,9.701507926561801,4843.406324978811,0.48517350527804637,2419080.5065910174,3723279090.3984127
00673.jpg,IMF 2,Bicubic,9381.252052304884,400227647.7230368,189,300,2,3601.8243615001575,42517565923275.72,6.049034253900463e+18,-5.196001455520436,8583.857614586954,0.0,-9003004.86866872,15724517292.782084
00673.jpg,IMF 3,Bicubic,7768.577951350078,309067052.51769865,189,300,2,2771.9117030372004,29210670699504.71,3.684665643034241e+18,3.05645333221857,6505.964193625876,0.0,3631898.7497302946,5323298210.849173
00673.jpg,IMF 4,Lanczos4,5508.732285474804,186946480.81816676,189,300,2,1845.413529356679,15763912342458.46,1.9286406268508188e+18,3.566211073523019,3819.603341598468,0.0,90166.51058942228,367503591.89809084
00673.jpg,IMF 5,Bicubic,4577.568905737359,178886965.19097716,189,300,2,1559.0659599263033,22671669219607.207,4.763907998262002e+18,8.543126008995714,3451.5494297007826,0.0,-128654.882228413,297873950.73261666
00673.jpg,IMF 6,Bicubic,2929.7659130972584,264116734.4465664,189,300,2,846.4265077450821,246718557556630.16,4.78473307099879e+20,39.86894032217225,3219.996041186944,5.276293026870437,46407.075797396006,43602751.93249351
00673.jpg,IMF 7,Bicubic,1179.7436885309598,75810181.98304693,189,300,2,255.1855448495601,19942666129158.5,1.0195607606672005e+19,13.856711645664603,1169.5784410227932,0.0,96337.70661589224,11649808.628884472
00673.jpg,IMF 8,Gaussian,2.1101079197013433e-12,1.2200155411913178e-24,189,300,2,1.9824344954949755e-12,8.494398572100338e-37,4.8701936433741516e-48,1.807685884186851e-17,1.0004501668357036e-28,0.0,-9.409660709469464e-44,1.2434003298829294e-55
00674.jpg,IMF 1,Bicubic,5701.512172693842,125710250.32710731,124,166,2,2592.2151759194985,7219823908223.125,5.3668092785767616e+17,2.2881600479828177,7681.19511364939,0.05553213591486998,6076635.800051114,10007719044.304564
00674.jpg,IMF 2,Lanczos4,6485.63273571657,169776456.03985408,124,166,2,2699.7533508467377,11475208769730.553,1.0351826411349142e+18,3.054370852757248,10282.153913449583,0.18005089188232393,-362340.95502084086,14762211666.460476
00674.jpg,IMF 3,Bicubic,4529.31766696897,83647253.19904836,124,166,2,1727.9278524792321,3638811422579.0005,2.179781699535645e+17,4.721816309401404,5038.041203915824,0.31298059311392545,205607.9259309302,1188188452.2572346
00674.jpg,IMF 4,Bicubic,5823.366297369567,240283881.69994205,124,166,2,2079.8956081474994,26630804541096.195,4.4523039954224906e+18,19.42428055629633,12943.503617781374,8.024809352191124,-9132526.283593498,16307553507.934483
00674.jpg,IMF 5,Lanczos4,3156.5884222188015,199881949.68431383,124,166,2,930.8928040787013,118247338999594.33,1.34552754568766e+20,62.342366746119325,6308.046494248263,51.551282086141256,38816.55015049287,115604670.00993747
00674.jpg,IMF 6,Lanczos4,1355.5822933949091,38659433.3054648,124,166,2,349.67711084051746,3324875806225.8076,4.806190329064235e+17,13.361017916707672,1788.886846733041,0.0,253537.8832943362,44352400.237675644
00674.jpg,IMF 7,Gaussian,271.67583665503565,2130471.1539780525,124,166,2,60.47629473765441,32180611760.814594,510929710108736.7,0.8358465212658351,106.3883657522478,0.0,13504.791071219695,1778276.4157173224
00674.jpg,IMF 8,Gaussian,419.7413919736848,1993083.0469983108,124,166,2,124.82860877507072,22478261423.623756,291631928329899.5,0.6853649126640875,104.91629724188718,0.0,17767.851811457866,3153552.9137979
00674.jpg,IMF 9,Gaussian,1.6657568814018866e-12,7.6796246752424e-25,124,166,2,1.5549391681710745e-12,4.18820771555098e-37,1.8193351173463554e-48,-1.0226306134324218e-17,1.7210971156442234e-28,0.0,-1.5471308153159589e-44,2.589100190442691e-55
00675.jpg,IMF 1,Bicubic,5734.198996350851,40639127.99820318,782,1280,2,3730.143551747331,1004271129036.318,5.679803122519505e+16,0.05315768868096702,73.44682871980714,0.008229297313058187,-966.7330923716713,689028.7263947596
00675.jpg,IMF 2,Bicubic,4714.268528499645,72372134.30165717,782,1280,2,1208.880236450933,3484456190922.312,3.70732989172703e+17,0.10839141584144743,94.49398785434009,-0.001568092567913959,2022.0145028222234,489387.1506805307
00675.jpg,IMF 3,Bicubic,3988.668031039694,104443865.98138103,782,1280,2,404.425517142673,8958400731261.271,1.8884649540220613e+18,0.02486395835578906,120.23729203295467,-0.00019140473301798577,88.10588243852813,230724.5697861816
00675.jpg,IMF 4,Bicubic,3886.754763552795,160614875.07340628,782,1280,2,581.9469639110961,22581238476003.47,8.332039834562727e+18,-0.008721131981539372,175.55313052893996,-0.0032258638878985444,-387.5736961105615,583243.9609985604
